微博内容,发布者名称,发布时间以及设备,发布者主页
#长沙医学院##长沙自建房倒塌第9名被困者位置已确定##长沙自建房倒塌致23人被困39人失联#我这几天一直在刷共情都是年轻学生我的眼泪就不停下落虽然我也大不了多少但确实比我还小的呀经历着这么难受...还是在生死瞬间...突然感觉即使我被如何欺骗那都不是什么大事困境中一把把声音那样乐​展开c,AoO0OoO,今天00:34 来自OPPOReno45G,https://weibo.com/7732212100?refer_flag=1001030103_
长沙自建房倒塌事故第8名被困人员被救出L张绪韬的微博视频​,张绪韬,今天00:30 来自微博视频号,https://weibo.com/5362750212?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#相关部门，不止长沙，不止湖南，麻烦管管违章建筑！！！！！！​,懒懒星人很佛系,今天00:30 来自iPhone客户端,https://weibo.com/5337614719?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#太棒了太棒了搜救人员们都辛苦了！你们的努力没有白费！希望尽快找出更多的被困人员！愿一切平安！安全第一！🙏🙏​,脚踏实地努力暴富,今天00:29 来自iPhone客户端,https://weibo.com/6361721446?refer_flag=1001030103_
【2022.5.2】热搜榜:1.#帕梅拉录播#2.#外面已经发展成这样了吗#3.#男子去世舅舅帮还贷欲继承房产被拒#文娱榜:1.#帕梅拉录播#2.#赵丽颖跳本草纲目视频#3.#娜扎微博评论开了#要闻榜:1.#建团百年mv闪光如你#2.#共青团100年#3.#长沙自建房倒塌救出第8名被困人员#​,每日微博热搜榜单,今天00:29 来自OPPOR11sPlus,https://weibo.com/7261238886?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#🙏等待更多的好消息和奇迹出现​,九界第一大法师,今天00:28 来自华为畅享10Plus,https://weibo.com/6620935176?refer_flag=1001030103_
#长沙自建房倒塌救出第8名被困人员#一定都要平安无事🙏🙏🙏​,TO原来是馨瞳啊,今天00:28,https://weibo.com/6364290212?refer_flag=1001030103_
4月29日，中國湖南#長沙市一座居民自建房發生倒塌#，造成23人被困，目前已經救出7人，事發地附近還有39人失聯。此次事故引發全國對自建房屋隱患的關注。​,中华时报官方微博,今天00:28 来自新版微博weibo.com,https://weibo.com/7414431179?refer_flag=1001030103_
#长沙自建房倒塌救出第8名被困人员#救援人员辛苦了，希望更多失联人员获救！但是也希望严查砖混结构自建房，其实上世纪有很多单位的宿舍也都是砖混结构住房吧？这类房的存量应该还不低……据我所知，新一线城市里就还有呢。​,十三格格,今天00:27 来自iPhone客户端,https://weibo.com/1241968291?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#长沙有这么多大型机械工程设备制造厂，sy、zl等，能用的设备都用上，应该能加快救援速度吧。已经这么多天了，希望被困者能坚持住🙏​,阿聪的旅行日记,今天00:27 来自iPhone8Plus,https://weibo.com/2418977075?refer_flag=1001030103_
【已成功救出受困人员8人！长沙通报居民自建房倒塌事故救援最新情况O网页链接】(分享自@时刻新闻客户端)O网页链接​,是我小池佯,今天00:27 来自时刻新闻,https://weibo.com/6991279469?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#这件事关注度比之前空难少太多了，已经过了七十二小时黄金救援期了，真的，愿平安。🙏​,乌鸡哥不姬,今天00:27 来自小米10S,https://weibo.com/6484242327?refer_flag=1001030103_
#想大口喝矿泉水的女孩成功获救#【#救援人员讲述第8位被困者获救细节#】今晚，#长沙自建房倒塌救出第8名被困人员#。救援人员介绍，被困女孩两条腿都被埋压，虽然曾提出过截肢的方案，但是为了最大限度保护被困者，救援人员通过几个小时的加固，成功将她救出！L央视新闻的微博视频​,中国基建报,今天00:27 来自微博视频号,https://weibo.com/2818784432?refer_flag=1001030103_
#想大口喝矿泉水的女孩成功获救#【#救援人员讲述第8位被困者获救细节#】今晚，#长沙自建房倒塌救出第8名被困人员#。救援人员介绍，被困女孩两条腿都被埋压，虽然曾提出过截肢的方案，但是为了最大限度保护被困者，救援人员通过几个小时的加固，成功将她救出！L央视新闻的微博视频​​展开c,聚梦遂溪,今天00:27 来自微博视频号,https://weibo.com/5502359936?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#加油加油​,牛大白不太白,今天00:26 来自iPhone客户端,https://weibo.com/2650838234?refer_flag=1001030103_
【已成功救出受困人员8人！长沙通报居民自建房倒塌事故救援最新情况O网页链接】(分享自@时刻新闻客户端)O网页链接​,是我小池佯,今天00:26 来自时刻新闻,https://weibo.com/6991279469?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#真的加油啊！！大家都！！​,小狗歪头心动论,今天00:26 来自iPhoneXR,https://weibo.com/7754170222?refer_flag=1001030103_
第8名被困人员被救出！长沙居民自建房倒塌事故现场救援最新进展O第8名被困人员被救出！长沙居民自建房倒塌事故现场救援最新进展​,三实姐姐09516,今天00:25 来自分享按钮,https://weibo.com/2870328347?refer_flag=1001030103_
轶夫当观#长沙自建房倒塌救出第8名被困人员#5月2日19时20分左右，经过救援人员的不懈努力，第8名被困人员成功获救。现场救援仍在继续！#长沙自建房倒塌事故救援第4天#L中国消防的微博视频​​​​,轶夫当观,今天00:25 来自轶夫当观超话,https://weibo.com/1793254175?refer_flag=1001030103_
探访长沙房屋倒塌事发地：违建现象严重，自建房遍地开花O探访长沙房屋倒塌事发地：违建现象严重，自建房遍地开花​,三实姐姐09516,今天00:25 来自分享按钮,https://weibo.com/2870328347?refer_flag=1001030103_
房塌了会不会是一种预示#长沙自建房倒塌第9名被困者位置已确定#​,NINETEENNINETY_,今天00:24 来自HUAWEIMate30,https://weibo.com/5698200511?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#平安🙏🙏🙏​,祐爱宁,今天00:24 来自荣耀畅玩20,https://weibo.com/7481790038?refer_flag=1001030103_
🙏#想大口喝矿泉水的女孩成功获救#【#救援人员讲述第8位被困者获救细节#】今晚，#长沙自建房倒塌救出第8名被困人员#。救援人员介绍，被困女孩两条腿都被埋压，虽然曾提出过截肢的方案，但是为了最大限度保护被困者，救援人员通过几个小时的加固，成功将她救出！L央视新闻的微博视频​​展开c,财智孙国英,今天00:24 来自微博视频号,https://weibo.com/2752375765?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者位置已确定#这下不得好了，昨天说失联39人，这才确定几个？希望不要再没事瞎发感动新闻了，这事不是感动可以盖过去的。​,认养一只羊吧,今天00:22 来自荣耀V30PRO5G,https://weibo.com/1237071382?refer_flag=1001030103_
